WindNumber,Time,WindSpeed,Power,RotorSpeed
11,2019/1/1 18:10,6.401016949,976.7288136,12.23016949
11,2019/1/1 18:20,6.8065,1052.8,12.561
11,2019/1/1 18:30,6.645666667,988.4833333,12.258
11,2019/1/1 18:40,7.047333333,1043.9,12.48833333
11,2019/1/1 18:50,6.839666667,1089.25,12.70183333
11,2019/1/1 19:00,6.809833333,1049.516667,12.55783333
11,2019/1/1 19:10,6.658305085,992.5423729,12.31033898
11,2019/1/1 19:20,6.836166667,1111.4,12.79066667
11,2019/1/1 19:30,7.022666667,1153.5,12.95833333
11,2019/1/1 19:40,7.238333333,1149.45,12.93133333
11,2019/1/1 19:50,7.011016949,1262.20339,13.36118644
11,2019/1/1 20:00,7.534,1515.883333,13.955
11,2019/1/1 20:10,7.140677966,1170.338983,13.01728814
11,2019/1/1 20:20,7.0765,1159.966667,12.98633333
11,2019/1/1 20:30,7.077666667,1182.75,13.06933333
11,2019/1/1 20:40,6.7195,1063.033333,12.60716667
11,2019/1/1 20:50,7.247,1136.516667,12.89533333
11,2019/1/1 21:00,7.008333333,1106.416667,12.75483333
11,2019/1/1 21:10,6.785423729,1200.440678,13.1159322
11,2019/1/1 21:20,7.166,1241.116667,13.26366667
11,2019/1/1 21:30,6.900166667,942.1666667,12.1245
11,2019/1/1 21:40,6.893333333,986.8833333,12.29916667
11,2019/1/1 21:50,6.6545,860.9833333,11.766
11,2019/1/1 22:00,6.449,849.4833333,11.69483333
11,2019/1/1 22:10,6.225762712,681.9661017,10.87661017
11,2019/1/1 22:20,6.099833333,681.9833333,10.8785
11,2019/1/1 22:30,6.387166667,698.65,10.9515
11,2019/1/1 22:40,6.555762712,827.2881356,11.6240678
11,2019/1/1 22:50,6.661333333,881.5333333,11.86116667
11,2019/1/1 23:00,6.8195,955.1666667,12.18483333
11,2019/1/1 23:10,6.381,910.7,11.999
11,2019/1/1 23:20,6.447666667,873.2166667,11.8215
11,2019/1/1 23:30,6.488135593,801.220339,11.47694915
11,2019/1/1 23:40,6.634166667,890.5333333,11.90283333
11,2019/1/1 23:50,6.280833333,908.2333333,11.966
11,2019/1/2 0:00,6.667666667,941.8833333,12.118
11,2019/1/2 0:10,6.653559322,924.9152542,12.04677966
11,2019/1/2 0:20,6.5365,846.3166667,11.68516667
11,2019/1/2 0:30,6.372666667,732.5,11.13616667
11,2019/1/2 0:40,6.244166667,649.5666667,10.68166667
11,2019/1/2 0:50,5.904,578.3166667,10.2625
11,2019/1/2 1:00,6.060847458,581.1694915,10.27644068
11,2019/1/2 1:10,6.143166667,580.05,10.2545
11,2019/1/2 1:20,5.757666667,399.4833333,9.069
11,2019/1/2 1:30,6.282166667,548.4166667,10.06516667
11,2019/1/2 1:40,6.101166667,579.3833333,10.24066667
11,2019/1/2 1:50,6.327166667,688.55,10.88516667
11,2019/1/2 2:00,5.408474576,427.6779661,9.257118644
11,2019/1/2 2:10,6.2205,613.7333333,10.4735
11,2019/1/2 2:20,6.282881356,715.6610169,11.03
11,2019/1/2 2:30,6.060166667,544.7833333,10.05683333
11,2019/1/2 2:40,5.567833333,488.9833333,9.684833333
11,2019/1/2 2:50,5.25,357.7833333,8.728833333
11,2019/1/2 3:00,4.941833333,213.9666667,7.554166667
11,2019/1/2 3:10,5.118135593,243.6271186,7.784915254
11,2019/1/2 3:20,5.013666667,230.5666667,7.603666667
11,2019/1/2 3:30,5.1915,263.4166667,7.8905
11,2019/1/2 3:40,5.1635,291.05,8.176333333
11,2019/1/2 3:50,5.2245,330.65,8.5295
11,2019/1/2 4:00,5.443333333,425.75,9.2595
11,2019/1/2 4:10,5.834067797,540.1694915,10.03711864
11,2019/1/2 4:20,6.384833333,609.2,10.4505
11,2019/1/2 4:30,5.998166667,630.3166667,10.57583333
11,2019/1/2 4:40,6.504333333,824.8833333,11.58983333
11,2019/1/2 4:50,7.057,980.1166667,12.2755
11,2019/1/2 5:00,6.832,1028.016667,12.47366667
11,2019/1/2 5:10,6.591186441,953.1355932,12.1579661
11,2019/1/2 5:20,6.7315,899.0333333,11.9205
11,2019/1/2 5:30,6.635,954.0666667,12.139
11,2019/1/2 5:40,6.8505,1014.283333,12.409
11,2019/1/2 5:50,6.832166667,1015.016667,12.41066667
11,2019/1/2 6:00,7.163728814,1017.050847,12.41711864
11,2019/1/2 6:10,7.215666667,1080.466667,12.67283333
11,2019/1/2 6:20,6.973333333,1095.833333,12.73883333
11,2019/1/2 6:30,7.348,1100.766667,12.75616667
11,2019/1/2 6:40,6.5515,895.5166667,11.91233333
11,2019/1/2 6:50,7.266166667,1250.633333,13.32866667
11,2019/1/2 7:00,7.411525424,1272.677966,13.38067797
11,2019/1/2 7:10,7.711,1621.583333,13.94733333
11,2019/1/2 7:20,7.604,1288.633333,13.32816667
11,2019/1/2 7:30,7.944,1391.883333,13.6575
11,2019/1/2 7:40,7.625932203,1404.305085,13.60711864
11,2019/1/2 7:50,7.947,1541.716667,13.81016667
11,2019/1/2 8:00,7.385833333,1224.3,13.097
11,2019/1/2 8:10,8.4685,1483.6,13.76716667
11,2019/1/2 8:20,8.029,1638.95,13.88216667
11,2019/1/2 8:30,7.837457627,1368.966102,13.53084746
11,2019/1/2 8:40,7.703166667,1452.383333,13.69816667
11,2019/1/2 8:50,6.946333333,1005.6,12.2695
11,2019/1/2 9:00,6.821833333,954.75,12.10233333
11,2019/1/2 9:10,6.382666667,886,11.80466667
11,2019/1/2 9:20,7.2905,1157.316667,12.94433333
11,2019/1/2 9:30,6.512033898,861.220339,11.73694915
11,2019/1/2 9:40,7.019333333,982.35,12.2555
11,2019/1/2 9:50,6.443166667,956.0833333,12.1525
11,2019/1/2 10:00,6.2995,791.2666667,11.37316667
11,2019/1/2 10:10,6.343389831,762.7966102,11.23728814
11,2019/1/2 10:20,6.352166667,858.5666667,11.69333333
11,2019/1/2 10:30,6.7075,1033.75,12.43833333
11,2019/1/2 10:40,6.524166667,877.3166667,11.79116667
11,2019/1/2 10:50,6.4305,829.8,11.53933333
11,2019/1/2 11:00,6.613833333,832.7666667,11.586
11,2019/1/2 11:10,6.288135593,869.3728814,11.70745763
11,2019/1/2 11:20,6.606166667,791.25,11.41716667
11,2019/1/2 11:30,6.617,881.1666667,11.783
11,2019/1/2 11:40,6.616949153,974.0677966,12.23322034
11,2019/1/2 11:50,6.708833333,954.55,12.1085
11,2019/1/2 12:00,6.7425,1119.933333,12.68566667
11,2019/1/2 12:10,7.510166667,1518.416667,13.64733333
11,2019/1/2 12:20,7.801166667,1564.233333,13.69216667
11,2019/1/2 12:30,8.04779661,1578.016949,13.68101695
11,2019/1/2 12:40,8.978666667,1874.35,13.91033333
11,2019/1/2 12:50,8.764333333,1922.933333,14.00366667
11,2019/1/2 13:00,8.5465,1865.75,13.94733333
11,2019/1/2 13:10,9.195084746,1992.59322,13.96881356
11,2019/1/2 13:20,8.367333333,1794.1,13.8945
11,2019/1/2 13:30,8.694833333,1928.883333,13.97
11,2019/1/2 13:40,8.9695,1980.016667,13.982
11,2019/1/2 13:50,8.023166667,1735.85,13.76733333
11,2019/1/2 14:00,7.916610169,1659.271186,13.77966102
11,2019/1/2 14:10,8.537833333,1652.716667,13.72066667
11,2019/1/2 14:20,8.451,1790.8,13.90683333
11,2019/1/2 14:30,8.531666667,1876.5,13.89216667
11,2019/1/2 14:40,7.327166667,1504.383333,13.51333333
11,2019/1/2 14:50,7.981355932,1635.525424,13.52338983
11,2019/1/2 15:00,7.622666667,1572.583333,13.544
11,2019/1/2 15:10,8.306166667,1586.9,13.69633333
11,2019/1/2 15:20,8.892372881,1871.813559,13.96508475
11,2019/1/2 15:30,8.883333333,1820.05,13.82483333
11,2019/1/2 15:40,8.383,1766.766667,13.80916667
11,2019/1/2 15:50,9.1945,2077.383333,13.94533333
11,2019/1/2 16:00,8.762,1912.65,14.003
11,2019/1/2 16:10,8.688983051,1873.271186,13.98288136
11,2019/1/2 16:20,9.723,2010.983333,13.97133333
11,2019/1/2 16:30,8.928833333,1892.033333,13.94316667
11,2019/1/2 16:40,9.035333333,2005.233333,13.93816667
11,2019/1/2 16:50,10.04694915,2081.627119,13.9279661
11,2019/1/2 17:00,10.145,2046.033333,13.98183333
11,2019/1/2 17:10,10.768,2103.416667,14.05216667
11,2019/1/2 17:20,10.5815,2100.816667,13.98466667
11,2019/1/2 17:30,9.89559322,2037.372881,13.94389831
11,2019/1/2 17:40,10.43566667,2087.983333,14.00133333
11,2019/1/2 17:50,9.339333333,2072.25,14.03833333
11,2019/1/2 18:00,9.944166667,2069,13.9695
11,2019/1/2 18:10,10.51566667,2068.866667,13.96283333
11,2019/1/2 18:20,10.07271186,2033.033898,13.97779661
11,2019/1/2 18:30,9.803666667,2018.1,14.01716667
11,2019/1/2 18:40,9.8675,2062.516667,14.00666667
11,2019/1/2 18:50,9.089666667,1910.866667,13.9695
11,2019/1/2 19:00,8.513666667,1797.833333,13.94266667
11,2019/1/2 19:10,9.107118644,1968.728814,13.97491525
11,2019/1/2 19:20,9.1035,2024.083333,14.006
11,2019/1/2 19:30,8.579333333,1833.6,13.96233333
11,2019/1/2 19:40,8.339833333,1844.883333,14.0095
11,2019/1/2 19:50,8.709661017,1827.186441,13.9959322
11,2019/1/2 20:00,8.338,1860.616667,13.94183333
11,2019/1/2 20:10,8.660333333,1884.316667,14.002
11,2019/1/2 20:20,7.854166667,1659.316667,13.78933333
11,2019/1/2 20:30,7.460169492,1554.661017,13.8
11,2019/1/2 20:40,8.381,1831.316667,13.98166667
11,2019/1/2 20:50,8.750333333,1989.666667,13.98566667
11,2019/1/2 21:00,8.7505,1994.3,14.03266667
11,2019/1/2 21:10,8.378,1779.65,13.9655
11,2019/1/2 21:20,7.284333333,1390.466667,13.682
11,2019/1/2 21:30,7.422372881,1375,13.67
11,2019/1/2 21:40,6.941166667,1287.55,13.38333333
11,2019/1/2 21:50,7.229,1273.35,13.39616667
11,2019/1/2 22:00,7.9145,1513.9,13.8435
11,2019/1/2 22:10,8.325,1728.85,13.9925
11,2019/1/2 22:20,7.898166667,1566.833333,14.0025
11,2019/1/2 22:30,8.734067797,1948.389831,14.01661017
11,2019/1/2 22:40,9.261333333,2057.166667,13.99733333
11,2019/1/2 22:50,8.488666667,1904.95,13.97333333
11,2019/1/2 23:00,8.5785,1949.1,13.99133333
11,2019/1/2 23:10,8.761016949,1894.79661,14.01169492
11,2019/1/2 23:20,9.0105,1958.85,13.98016667
11,2019/1/2 23:30,9.086333333,2036.55,13.99466667
11,2019/1/2 23:40,7.5835,1481.766667,13.64966667
11,2019/1/2 23:50,7.201833333,1364.916667,13.58366667
11,2019/1/3 0:00,7.264166667,1444.883333,13.82416667
11,2019/1/3 0:10,6.863728814,1111.474576,12.78762712
11,2019/1/3 0:20,7.2415,1055.95,12.56666667
11,2019/1/3 0:30,7.5505,1200.2,13.10066667
11,2019/1/3 0:40,5.879166667,694.7666667,10.8195
11,2019/1/3 0:50,6.2405,729.05,10.9795
11,2019/1/3 1:00,7.856949153,1399.372881,13.57372881
11,2019/1/3 1:10,7.258833333,1333.283333,13.39
11,2019/1/3 1:20,6.609666667,966.7,12.1495
11,2019/1/3 1:30,6.775,1100.416667,12.73866667
11,2019/1/3 1:40,7.571166667,1231.25,13.23833333
11,2019/1/3 1:50,7.060677966,1132.881356,12.86457627
11,2019/1/3 2:00,7.3545,1313.766667,13.45833333
11,2019/1/3 2:10,7.011166667,1067.7,12.5565
11,2019/1/3 2:20,7.042833333,1214.566667,13.12216667
11,2019/1/3 2:30,7.848666667,1442.783333,13.8035
11,2019/1/3 2:40,7.643898305,1388.728814,13.67152542
11,2019/1/3 2:50,7.518833333,1242.183333,13.15466667
11,2019/1/3 3:00,7.021333333,937.2,12.0145
11,2019/1/3 3:10,6.064833333,730.4166667,11.068
11,2019/1/3 3:20,6.609666667,800.0166667,11.40733333
11,2019/1/3 3:30,6.673898305,781.4576271,11.36118644
11,2019/1/3 3:40,5.622166667,521.6333333,9.787333333
11,2019/1/3 3:50,6.015333333,568.1,10.19366667
11,2019/1/3 4:00,6.087666667,660.3833333,10.73333333
11,2019/1/3 4:10,5.4695,444.2,9.358666667
11,2019/1/3 4:20,5.530666667,381.6166667,8.915
11,2019/1/3 4:30,5.325762712,403.2542373,9.099322034
11,2019/1/3 4:40,5.603666667,385.15,8.957166667
11,2019/1/3 4:50,5.224166667,281.0666667,8.079166667
11,2019/1/3 5:00,4.970166667,240.6833333,7.704666667
11,2019/1/3 5:10,4.910166667,240.7333333,7.724166667
11,2019/1/3 5:20,4.339166667,148.9666667,7.5085
11,2019/1/3 5:30,4.772711864,172.8474576,7.509322034
11,2019/1/3 5:40,4.617666667,178.8166667,7.510166667
11,2019/1/3 5:50,4.795,192.4833333,7.514
11,2019/1/3 6:00,5.078666667,304.85,8.269
11,2019/1/3 6:10,5.008166667,253.3666667,7.801
11,2019/1/3 6:20,4.493559322,164.0169492,7.508135593
11,2019/1/3 6:30,4.8005,179.45,7.509
11,2019/1/3 6:40,4.702833333,184.4333333,7.507833333
11,2019/1/3 6:50,4.599833333,169.7666667,7.5045
11,2019/1/3 7:00,4.576,133,7.509
11,2019/1/3 7:10,4.5655,159.7,7.509333333
11,2019/1/3 7:20,4.543559322,183.0508475,7.50779661
11,2019/1/3 7:30,4.5305,160.15,7.506833333
11,2019/1/3 7:40,4.365333333,124.1666667,7.5055
11,2019/1/3 7:50,4.538166667,99.56666667,7.507333333
11,2019/1/3 8:00,4.650833333,99.93333333,7.506833333
11,2019/1/3 8:10,4.7895,118.75,7.5095
11,2019/1/3 8:20,4.728135593,142.2711864,7.512881356
11,2019/1/3 8:30,4.8625,204.8333333,7.539333333
11,2019/1/3 8:40,4.447666667,125.6166667,7.5045
11,2019/1/3 8:50,3.94,90.38333333,7.506166667
11,2019/1/3 9:00,4.348666667,118.7833333,7.507333333
11,2019/1/3 9:10,4.441833333,137.7833333,7.51
11,2019/1/3 9:20,4.28559322,135.9322034,7.516271186
11,2019/1/3 9:30,4.178833333,90.31666667,7.499
11,2019/1/3 9:40,3.729333333,34.01666667,7.509333333
11,2019/1/3 9:50,3.8405,22.15,7.509
11,2019/1/3 10:00,3.7655,27.5,7.508833333
11,2019/1/3 10:10,4.381016949,63.98305085,7.508983051
11,2019/1/3 10:20,3.965166667,43.83333333,7.512166667
11,2019/1/3 10:30,3.920166667,49.61666667,7.510333333
11,2019/1/3 10:40,3.898833333,60.83333333,7.502666667
11,2019/1/3 10:50,3.353166667,43,7.511
11,2019/1/3 11:00,3.762833333,48.2,7.505166667
11,2019/1/3 11:10,4.340677966,79.45762712,7.510338983
11,2019/1/3 11:20,4.011666667,66.06666667,7.507833333
11,2019/1/3 11:30,3.7,34.53333333,7.505833333
11,2019/1/3 11:40,3.647966102,27.23728814,7.511525424
11,2019/1/3 11:50,3.714333333,47.08333333,7.513166667
11,2019/1/3 12:00,4.207166667,75.78333333,7.521
11,2019/1/3 12:10,4.191,75.1,7.5005
11,2019/1/3 12:20,4.293833333,80.18333333,7.511
11,2019/1/3 12:30,4.095,77.53333333,7.506833333
11,2019/1/3 12:40,3.636949153,44.22033898,7.51220339
11,2019/1/3 12:50,3.7025,46.81666667,7.517666667
11,2019/1/3 13:00,4.094333333,85.83333333,7.510333333
11,2019/1/3 13:10,4.1505,86.3,7.493
11,2019/1/3 13:20,3.770833333,70.65,7.508666667
11,2019/1/3 13:30,3.654,33.08333333,7.510333333
11,2019/1/3 13:40,3.887457627,52.42372881,7.515084746
11,2019/1/3 13:50,4.187166667,109.1,7.510166667
11,2019/1/3 14:00,4.396666667,129.5,7.515
11,2019/1/3 14:10,4.516833333,151.1,7.562666667
11,2019/1/3 14:20,4.181833333,119.95,7.517666667
11,2019/1/3 14:30,4.858474576,184.1694915,7.558305085
11,2019/1/3 14:40,4.595166667,227.9166667,7.838
11,2019/1/3 14:50,4.555166667,191.2833333,7.6795
11,2019/1/3 15:00,5.155166667,296.7833333,8.2075
11,2019/1/3 15:10,4.620833333,252.9166667,7.985
11,2019/1/3 15:20,4.758983051,212.5254237,7.708474576
11,2019/1/3 15:30,5.019166667,230.05,7.888
11,2019/1/3 15:40,4.512166667,187.3166667,7.5985
11,2019/1/3 15:50,4.5795,182.5333333,7.5595
11,2019/1/3 16:00,4.7265,206.0166667,7.620833333
11,2019/1/3 16:10,4.570333333,173.75,7.5125
11,2019/1/3 16:20,4.662881356,193.8474576,7.566271186
11,2019/1/3 16:30,4.937333333,235.2,7.7855
11,2019/1/3 16:40,4.4315,198.5666667,7.548666667
11,2019/1/3 16:50,4.840166667,219.2,7.685333333
11,2019/1/3 17:00,5.341666667,338.2,8.5615
11,2019/1/3 17:10,5.434237288,450.0338983,9.405423729
11,2019/1/3 17:20,5.306833333,397.3833333,9.027
11,2019/1/3 17:30,5.080333333,368.8166667,8.773
11,2019/1/3 17:40,5.756833333,471.9833333,9.5695
11,2019/1/3 17:50,5.633220339,523.4067797,9.899491525
11,2019/1/3 18:00,6.166833333,685.2,10.878
11,2019/1/3 18:10,5.782333333,560.9666667,10.13916667
11,2019/1/3 18:20,5.170666667,344.8666667,8.641166667
11,2019/1/3 18:30,5.326166667,316.0666667,8.386666667
11,2019/1/3 18:40,4.753,221.1,7.7725
11,2019/1/3 18:50,3.963220339,132.7457627,7.511694915
11,2019/1/3 19:00,3.9205,83.8,7.507166667
11,2019/1/3 19:10,3.712542373,-2.542372881,4.493050847
11,2019/1/3 19:20,3.726333333,5.016666667,1.220333333
11,2019/1/3 19:30,4.496333333,172.5,7.508666667
11,2019/1/3 19:40,4.7085,155.5666667,7.505333333
11,2019/1/3 19:50,4.6365,175.2833333,7.513
11,2019/1/3 20:00,4.648,198.8666667,7.522666667
11,2019/1/3 20:10,4.628305085,221.0338983,7.564067797
11,2019/1/3 20:20,4.782166667,255.6333333,7.8945
11,2019/1/3 20:30,4.595666667,244.6166667,7.785666667
11,2019/1/3 20:40,4.805666667,301.4833333,8.2635
11,2019/1/3 20:50,5.309333333,320.9833333,8.444833333
11,2019/1/3 21:00,4.9505,239.7666667,7.793
11,2019/1/3 21:10,4.445762712,142.4745763,7.504745763
11,2019/1/3 21:20,4.028333333,101.5833333,7.506833333
11,2019/1/3 21:30,3.492542373,19.23728814,7.334237288
11,2019/1/3 21:40,2.7775,-0.25,0.554666667
11,2019/1/3 21:50,2.758333333,-0.066666667,0.427666667
11,2019/1/3 22:00,2.471333333,-0.283333333,0.3995
11,2019/1/3 22:10,2.592333333,-0.333333333,0.390833333
11,2019/1/3 22:20,2.218666667,0,0.331166667
11,2019/1/3 22:30,2.516,-0.3,0.3495
11,2019/1/3 22:40,2.298474576,-0.152542373,0.358813559
11,2019/1/3 22:50,1.532,-0.266666667,0.3355
11,2019/1/3 23:00,1.139333333,-0.166666667,0.299333333
11,2019/1/3 23:10,0.956101695,-0.288135593,0.299322034
11,2019/1/3 23:20,1.7055,-0.266666667,0.318666667
11,2019/1/3 23:30,2.229833333,-0.35,0.3335
11,2019/1/3 23:40,2.647833333,-0.233333333,0.461166667
11,2019/1/3 23:50,2.257166667,-0.216666667,0.413833333
11,2019/1/4 0:00,2.128474576,-0.06779661,0.307457627
11,2019/1/4 0:10,1.624166667,-0.25,0.346666667
11,2019/1/4 0:20,1.158,-0.25,0.346666667
11,2019/1/4 0:30,0.570847458,-0.186440678,0.3
11,2019/1/4 0:40,0.6105,-0.083333333,0.298666667
11,2019/1/4 0:50,0.636833333,-0.05,0.299333333
11,2019/1/4 1:00,0.855666667,-0.233333333,0.3
11,2019/1/4 1:10,2.120333333,-0.15,0.328333333
11,2019/1/4 1:20,1.730666667,-0.116666667,0.339166667
11,2019/1/4 1:30,2.211355932,-0.203389831,0.387288136
11,2019/1/4 1:40,2.116333333,-0.15,0.388833333
11,2019/1/4 1:50,1.9005,0,0.338333333
11,2019/1/4 2:00,1.2775,-0.216666667,0.382833333
11,2019/1/4 2:10,1.201666667,-0.15,0.312833333
11,2019/1/4 2:20,2.642,-0.1,0.373833333
11,2019/1/4 2:30,3.891694915,50.03389831,5.749830508
11,2019/1/4 2:40,4.413166667,121.7166667,7.514333333
11,2019/1/4 2:50,4.4355,152.75,7.550833333
11,2019/1/4 3:00,5.169666667,303.3,8.274333333
11,2019/1/4 3:10,5.039322034,286.3898305,8.112711864
11,2019/1/4 3:20,5.251166667,351.1666667,8.6995
11,2019/1/4 3:30,5.916833333,530.9666667,9.948333333
11,2019/1/4 3:40,6.023898305,612.8305085,10.42423729
11,2019/1/4 3:50,6.007666667,690.6666667,10.87566667
11,2019/1/4 4:00,6.487666667,854.1333333,11.67816667
11,2019/1/4 4:10,6.852666667,1000.816667,12.31266667
11,2019/1/4 4:20,7.592033898,1394.423729,13.60728814
11,2019/1/4 4:30,7.562833333,1505.9,13.8035
11,2019/1/4 4:40,7.879666667,1618.033333,13.91066667
11,2019/1/4 4:50,8.249,1809.35,14.014
11,2019/1/4 5:00,7.480333333,1587,13.94833333
11,2019/1/4 5:10,7.942542373,1567.881356,13.96542373
11,2019/1/4 5:20,8.027833333,1637.283333,13.98583333
11,2019/1/4 5:30,8.290833333,1886.65,14.012
11,2019/1/4 5:40,8.141666667,1828.933333,13.99033333
11,2019/1/4 5:50,8.495,1752.6,14.02433333
11,2019/1/4 6:00,7.835666667,1662.833333,13.981
11,2019/1/4 6:10,7.756440678,1511.983051,13.91322034
